"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"8/8/2021  20:40:00,000","  2133700000"," -80,3","   7,1","-102,3"," -63,0","127",
"8/8/2021  20:40:00,000","  2133800000"," -80,6","   6,9"," -99,3"," -62,6","127",
"8/8/2021  20:40:00,000","  2133900000"," -79,9","   6,1"," -99,0"," -64,3","127",
"8/8/2021  20:40:00,000","  2134000000"," -80,3","   6,2","-100,1"," -67,2","127",
"8/8/2021  20:40:00,000","  2134100000"," -80,4","   6,6"," -99,5"," -67,0","127",
"8/8/2021  20:40:00,000","  2134200000"," -80,7","   7,2","-102,8"," -67,8","127",
"8/8/2021  20:40:00,000","  2134300000"," -81,1","   7,2","-111,7"," -67,1","127",
"8/8/2021  20:40:00,000","  2134400000"," -81,8","   7,2","-102,5"," -66,8","127",
"8/8/2021  20:40:00,000","  2134500000"," -83,7","   6,9","-105,4"," -69,8","127",
"8/8/2021  20:40:00,000","  2134600000"," -85,9","   7,4","-107,0"," -70,1","127",
"8/8/2021  20:40:00,000","  2134700000"," -88,2","   7,4","-118,8"," -72,6","127",
"8/8/2021  20:40:00,000","  2134800000"," -94,0","   7,8","-119,3"," -78,0","127",
"8/8/2021  20:40:00,000","  2134900000","-102,3","   6,6","-123,2"," -89,6","127",
"8/8/2021  20:40:00,000","  2135000000","-110,4","   4,7","-126,4"," -99,4","127",
"8/8/2021  20:40:00,000","  2135100000","-112,8","   6,5","-146,0","-103,8","127",
"8/8/2021  20:40:00,000","  2135200000","-112,8","   6,3","-135,7","-102,9","127",
"8/8/2021  20:40:00,000","  2135300000","-112,0","   5,4","-133,7","-103,5","127",
"8/8/2021  20:40:00,000","  2135400000","-111,0","   5,5","-132,5","-102,6","127",
"8/8/2021  20:40:00,000","  2135500000","-110,0","   6,0","-132,5"," -99,1","127",
"8/8/2021  20:40:00,000","  2135600000","-109,6","   6,5","-135,2"," -95,7","127",
"8/8/2021  20:40:00,000","  2135700000","-109,0","   6,1","-131,0"," -96,4","127",
"8/8/2021  20:40:00,000","  2135800000","-107,4","   5,8","-128,5"," -95,2","127",
"8/8/2021  20:40:00,000","  2135900000","-107,6","   6,2","-127,5"," -95,1","127",
"8/8/2021  20:40:00,000","  2136000000","-107,7","   5,8","-125,2"," -95,6","127",
"8/8/2021  20:40:00,000","  2136100000","-107,7","   5,2","-125,0"," -95,8","127",
"8/8/2021  20:40:00,000","  2136200000","-107,3","   5,3","-127,8"," -96,0","127",
"8/8/2021  20:40:00,000","  2136300000","-107,6","   6,3","-128,2"," -95,0","127",
"8/8/2021  20:40:00,000","  2136400000","-108,9","   6,2","-125,4"," -97,7","127",
"8/8/2021  20:40:00,000","  2136500000","-110,4","   5,7","-126,6"," -98,8","127",
"8/8/2021  20:40:00,000","  2136600000","-109,5","   5,4","-123,8"," -99,4","127",
"8/8/2021  20:40:00,000","  2136700000","-108,4","   6,0","-145,1"," -97,0","127",
"8/8/2021  20:40:00,000","  2136800000","-108,9","   6,6","-142,0"," -95,7","127",
"8/8/2021  20:40:00,000","  2136900000","-109,8","   6,0","-133,6"," -97,2","127",
"8/8/2021  20:40:00,000","  2137000000","-110,2","   6,1","-128,0"," -99,1","127",
"8/8/2021  20:40:00,000","  2137100000","-109,1","   5,2","-126,5"," -97,7","127",
"8/8/2021  20:40:00,000","  2137200000","-107,9","   5,5","-123,8"," -97,0","127",
"8/8/2021  20:40:00,000","  2137300000","-107,6","   6,3","-130,7"," -96,2","127",
"8/8/2021  20:40:00,000","  2137400000","-108,5","   5,9","-131,1"," -97,0","127",
"8/8/2021  20:40:00,000","  2137500000","-109,6","   5,5","-128,6"," -99,6","127",
"8/8/2021  20:40:00,000","  2137600000","-109,5","   4,9","-125,6","-101,4","127",
"8/8/2021  20:40:00,000","  2137700000","-108,9","   5,1","-124,7","-100,0","127",
"8/8/2021  20:40:00,000","  2137800000","-108,8","   5,8","-131,1"," -98,9","127",
"8/8/2021  20:40:00,000","  2137900000","-109,7","   5,5","-124,4"," -99,7","127",
"8/8/2021  20:40:00,000","  2138000000","-110,5","   5,3","-130,0","-101,5","127",
"8/8/2021  20:40:00,000","  2138100000","-110,4","   5,4","-132,3","-101,0","127",
"8/8/2021  20:40:00,000","  2138200000","-110,7","   5,7","-127,9"," -99,4","127",
"8/8/2021  20:40:00,000","  2138300000","-110,8","   6,1","-135,8","-100,9","127",
"8/8/2021  20:40:00,000","  2138400000","-110,6","   5,0","-127,5","-100,5","127",
"8/8/2021  20:40:00,000","  2138500000","-110,9","   5,5","-142,4","-100,6","127",
"8/8/2021  20:40:00,000","  2138600000","-111,4","   5,3","-126,5","-100,3","127",
"8/8/2021  20:40:00,000","  2138700000","-111,6","   5,6","-139,3","-100,9","127",
"8/8/2021  20:40:00,000","  2138800000","-110,4","   5,4","-132,0"," -98,6","127",
"8/8/2021  20:40:00,000","  2138900000","-109,7","   5,0","-125,0"," -97,9","127",
"8/8/2021  20:40:00,000","  2139000000","-110,5","   5,2","-126,7"," -98,7","127",
"8/8/2021  20:40:00,000","  2139100000","-111,6","   6,0","-132,5","-101,0","127",
"8/8/2021  20:40:00,000","  2139200000","-111,1","   5,8","-131,8","-101,7","127",
"8/8/2021  20:40:00,000","  2139300000","-110,4","   5,8","-133,3"," -99,0","127",
"8/8/2021  20:40:00,000","  2139400000","-110,2","   5,1","-132,3"," -98,4","127",
"8/8/2021  20:40:00,000","  2139500000","-111,4","   5,7","-127,1","-101,9","127",
"8/8/2021  20:40:00,000","  2139600000","-112,1","   5,5","-128,7","-102,4","127",
"8/8/2021  20:40:00,000","  2139700000","-112,8","   5,7","-130,8","-103,5","127",
"8/8/2021  20:40:00,000","  2139800000","-112,5","   6,3","-134,3","-101,9","127",
"8/8/2021  20:40:00,000","  2139900000","-111,9","   5,4","-139,2","-103,2","127",
"8/8/2021  20:40:00,000","  2140000000","-112,1","   5,1","-127,8","-104,3","127",
"8/8/2021  20:40:00,000","  2140100000","-111,1","   5,4","-129,8","-102,6","127",
"8/8/2021  20:40:00,000","  2140200000","-108,4","   5,6","-130,7"," -99,9","127",
"8/8/2021  20:40:00,000","  2140300000","-106,3","   6,4","-131,1"," -95,0","127",
"8/8/2021  20:40:00,000","  2140400000","-104,5","   6,0","-120,4"," -92,1","127",
"8/8/2021  20:40:00,000","  2140500000","-103,4","   6,4","-127,6"," -91,1","127",
"8/8/2021  20:40:00,000","  2140600000","-103,1","   6,1","-129,5"," -89,4","127",
"8/8/2021  20:40:00,000","  2140700000","-103,4","   6,3","-135,4"," -93,2","127",
"8/8/2021  20:40:00,000","  2140800000","-103,2","   5,6","-121,3"," -94,8","127",
"8/8/2021  20:40:00,000","  2140900000","-102,8","   5,9","-124,1"," -90,8","127",
"8/8/2021  20:40:00,000","  2141000000","-101,6","   5,4","-115,7"," -89,9","127",
"8/8/2021  20:40:00,000","  2141100000","-101,6","   6,8","-121,8"," -89,4","127",
"8/8/2021  20:40:00,000","  2141200000"," -99,9","   5,6","-116,3"," -89,3","127",
"8/8/2021  20:40:00,000","  2141300000"," -99,3","   5,5","-115,9"," -86,7","127",
"8/8/2021  20:40:00,000","  2141400000"," -99,3","   5,9","-119,7"," -85,5","127",
"8/8/2021  20:40:00,000","  2141500000"," -99,0","   5,7","-113,0"," -87,7","127",
"8/8/2021  20:40:00,000","  2141600000"," -99,2","   6,6","-116,0"," -85,0","127",
"8/8/2021  20:40:00,000","  2141700000"," -99,5","   6,7","-119,1"," -85,6","127",
"8/8/2021  20:40:00,000","  2141800000"," -99,3","   6,0","-117,1"," -83,4","127",
"8/8/2021  20:40:00,000","  2141900000"," -99,7","   5,9","-117,7"," -84,1","127",
"8/8/2021  20:40:00,000","  2142000000","-100,6","   6,2","-123,1"," -90,7","127",
"8/8/2021  20:40:00,000","  2142100000","-100,6","   5,6","-123,0"," -89,6","127",
"8/8/2021  20:40:00,000","  2142200000","-100,7","   5,9","-118,8"," -86,7","127",
"8/8/2021  20:40:00,000","  2142300000","-102,2","   7,1","-131,5"," -88,5","127",
"8/8/2021  20:40:00,000","  2142400000","-101,6","   6,2","-117,5"," -89,8","127",
"8/8/2021  20:40:00,000","  2142500000","-101,4","   6,8","-126,4"," -86,3","127",
"8/8/2021  20:40:00,000","  2142600000","-101,3","   6,4","-133,3"," -88,7","127",
"8/8/2021  20:40:00,000","  2142700000","-101,0","   5,8","-123,1"," -88,8","127",
"8/8/2021  20:40:00,000","  2142800000","-100,5","   5,6","-117,1"," -89,1","127",
"8/8/2021  20:40:00,000","  2142900000","-100,9","   5,6","-118,7"," -89,7","127",
"8/8/2021  20:40:00,000","  2143000000","-101,3","   6,6","-124,7"," -89,8","127",
"8/8/2021  20:40:00,000","  2143100000","-100,5","   5,8","-117,8"," -89,2","127",
"8/8/2021  20:40:00,000","  2143200000","-100,1","   6,2","-126,5"," -87,8","127",
"8/8/2021  20:40:00,000","  2143300000","-100,0","   5,7","-120,0"," -90,0","127",
"8/8/2021  20:40:00,000","  2143400000","-100,7","   6,3","-120,3"," -89,5","127",
"8/8/2021  20:40:00,000","  2143500000","-100,0","   5,9","-120,4"," -89,4","127",
"8/8/2021  20:40:00,000","  2143600000","-100,8","   6,1","-118,1"," -90,0","127",
"8/8/2021  20:40:00,000","  2143700000","-101,4","   6,0","-116,7"," -90,5","127",
"8/8/2021  20:40:00,000","  2143800000","-100,9","   6,1","-118,3"," -89,3","127",
"8/8/2021  20:40:00,000","  2143900000","-101,6","   6,6","-128,3"," -89,1","127",
"8/8/2021  20:40:00,000","  2144000000","-101,9","   6,0","-124,6"," -89,9","127",
"8/8/2021  20:40:00,000","  2144100000","-102,5","   5,9","-126,1"," -90,6","127",
"8/8/2021  20:40:00,000","  2144200000","-103,3","   6,5","-132,9"," -91,3","127",
"8/8/2021  20:40:00,000","  2144300000","-103,9","   7,0","-139,5"," -90,3","127",
"8/8/2021  20:40:00,000","  2144400000","-105,4","   6,4","-129,6"," -92,1","127",
"8/8/2021  20:40:00,000","  2144500000","-107,9","   5,9","-128,1"," -95,4","127",
"8/8/2021  20:40:00,000","  2144600000","-109,4","   5,5","-130,0","-100,5","127",
"8/8/2021  20:40:00,000","  2144700000","-111,1","   5,7","-134,4","-102,4","127",
"8/8/2021  20:40:00,000","  2144800000","-111,7","   5,7","-143,3","-101,9","127",
"8/8/2021  20:40:00,000","  2144900000","-112,6","   6,4","-135,4","-101,8","127",
"8/8/2021  20:40:00,000","  2145000000","-112,7","   5,6","-131,1","-101,8","127",
"8/8/2021  20:40:00,000","  2145100000","-112,6","   6,6","-141,1","-101,7","127",
"8/8/2021  20:40:00,000","  2145200000","-111,5","   5,5","-127,3","-101,8","127",
"8/8/2021  20:40:00,000","  2145300000","-110,5","   5,0","-125,5","-101,2","127",
"8/8/2021  20:40:00,000","  2145400000","-105,2","   4,7","-120,7"," -95,0","127",
"8/8/2021  20:40:00,000","  2145500000"," -99,2","   5,5","-118,1"," -88,5","127",
"8/8/2021  20:40:00,000","  2145600000"," -94,7","   6,7","-115,7"," -83,1","127",
"8/8/2021  20:40:00,000","  2145700000"," -92,0","   7,4","-120,4"," -79,4","127",
"8/8/2021  20:40:00,000","  2145800000"," -89,6","   6,0","-109,4"," -76,8","127",
"8/8/2021  20:40:00,000","  2145900000"," -88,5","   6,9","-113,5"," -75,5","127",
"8/8/2021  20:40:00,000","  2146000000"," -88,4","   7,6","-127,4"," -75,3","127",
"8/8/2021  20:40:00,000","  2146100000"," -88,7","   6,4","-114,1"," -75,3","127",
"8/8/2021  20:40:00,000","  2146200000"," -88,2","   5,9","-104,1"," -76,2","127",
"8/8/2021  20:40:00,000","  2146300000"," -88,5","   5,6","-107,1"," -74,7","127",
"8/8/2021  20:40:00,000","  2146400000"," -89,4","   6,7","-117,4"," -78,0","127",
"8/8/2021  20:40:00,000","  2146500000"," -89,1","   6,2","-113,9"," -76,3","127",
"8/8/2021  20:40:00,000","  2146600000"," -89,1","   6,6","-121,9"," -75,7","127",
"8/8/2021  20:40:00,000","  2146700000"," -88,6","   7,0","-114,1"," -76,5","127",
"8/8/2021  20:40:00,000","  2146800000"," -88,3","   6,9","-112,1"," -75,4","127",
"8/8/2021  20:40:00,000","  2146900000"," -87,7","   6,4","-114,2"," -75,5","127",
"8/8/2021  20:40:00,000","  2147000000"," -87,3","   6,9","-115,2"," -76,2","127",
"8/8/2021  20:40:00,000","  2147100000"," -86,7","   6,4","-105,5"," -74,6","127",
"8/8/2021  20:40:00,000","  2147200000"," -86,9","   6,6","-114,2"," -75,7","127",
"8/8/2021  20:40:00,000","  2147300000"," -87,0","   5,2","-102,8"," -76,3","127",
"8/8/2021  20:40:00,000","  2147400000"," -87,3","   6,2","-104,7"," -75,3","127",
"8/8/2021  20:40:00,000","  2147500000"," -86,9","   6,1","-103,2"," -74,6","127",
"8/8/2021  20:40:00,000","  2147600000"," -87,2","   6,8","-113,6"," -75,0","127",
"8/8/2021  20:40:00,000","  2147700000"," -87,2","   7,2","-117,6"," -75,2","127",
"8/8/2021  20:40:00,000","  2147800000"," -87,1","   6,0","-109,5"," -75,6","127",
"8/8/2021  20:40:00,000","  2147900000"," -86,3","   5,4","-100,8"," -75,8","127",
"8/8/2021  20:40:00,000","  2148000000"," -86,4","   5,5","-106,0"," -76,1","127",
"8/8/2021  20:40:00,000","  2148100000"," -87,8","   6,6","-109,2"," -76,3","127",
"8/8/2021  20:40:00,000","  2148200000"," -88,0","   6,5","-108,3"," -76,4","127",
"8/8/2021  20:40:00,000","  2148300000"," -88,1","   6,3","-110,8"," -76,4","127",
"8/8/2021  20:40:00,000","  2148400000"," -87,8","   5,9","-111,7"," -75,4","127",
"8/8/2021  20:40:00,000","  2148500000"," -87,7","   6,0","-113,9"," -76,2","127",
"8/8/2021  20:40:00,000","  2148600000"," -87,6","   6,6","-109,2"," -75,1","127",
"8/8/2021  20:40:00,000","  2148700000"," -88,1","   6,3","-106,1"," -74,6","127",
"8/8/2021  20:40:00,000","  2148800000"," -87,7","   5,6","-105,6"," -78,1","127",
"8/8/2021  20:40:00,000","  2148900000"," -87,6","   5,8","-104,0"," -76,8","127",
"8/8/2021  20:40:00,000","  2149000000"," -88,7","   6,6","-111,8"," -77,2","127",
"8/8/2021  20:40:00,000","  2149100000"," -88,7","   5,8","-108,5"," -75,0","127",
"8/8/2021  20:40:00,000","  2149200000"," -88,3","   5,7","-108,8"," -78,0","127",
"8/8/2021  20:40:00,000","  2149300000"," -89,3","   6,7","-108,6"," -77,9","127",
"8/8/2021  20:40:00,000","  2149400000"," -90,4","   6,7","-110,9"," -78,7","127",
"8/8/2021  20:40:00,000","  2149500000"," -91,3","   5,8","-109,4"," -80,0","127",
"8/8/2021  20:40:00,000","  2149600000"," -94,6","   6,5","-113,3"," -83,1","127",
"8/8/2021  20:40:00,000","  2149700000"," -99,6","   6,8","-138,0"," -86,7","127",
"8/8/2021  20:40:00,000","  2149800000","-106,8","   5,8","-122,2"," -96,5","127",
"8/8/2021  20:40:00,000","  2149900000","-112,3","   5,5","-128,2","-101,4","127",
"8/8/2021  20:40:00,000","  2150000000","-113,6","   5,8","-137,3","-103,9","127",
"8/8/2021  20:40:00,000","  2150100000","-112,9","   4,7","-128,5","-105,1","127",
"8/8/2021  20:40:00,000","  2150200000","-113,5","   5,9","-135,2","-105,6","127",
"8/8/2021  20:40:00,000","  2150300000","-112,5","   5,6","-131,3","-102,6","127",
"8/8/2021  20:40:00,000","  2150400000","-108,7","   6,1","-126,5"," -94,3","127",
"8/8/2021  20:40:00,000","  2150500000","-101,7","   6,0","-119,8"," -89,3","127",
"8/8/2021  20:40:00,000","  2150600000"," -96,2","   5,6","-113,2"," -87,0","127",
"8/8/2021  20:40:00,000","  2150700000"," -94,2","   7,4","-125,5"," -82,0","127",
"8/8/2021  20:40:00,000","  2150800000"," -92,3","   6,4","-115,0"," -78,2","127",
"8/8/2021  20:40:00,000","  2150900000"," -90,9","   6,2","-114,9"," -77,3","127",
"8/8/2021  20:40:00,000","  2151000000"," -91,3","   6,7","-113,7"," -80,0","127",
"8/8/2021  20:40:00,000","  2151100000"," -91,7","   6,5","-122,1"," -81,4","127",
"8/8/2021  20:40:00,000","  2151200000"," -91,3","   5,7","-110,7"," -81,7","127",
"8/8/2021  20:40:00,000","  2151300000"," -91,1","   5,5","-112,9"," -81,8","127",
"8/8/2021  20:40:00,000","  2151400000"," -91,5","   5,9","-113,7"," -81,2","127",
"8/8/2021  20:40:00,000","  2151500000"," -91,7","   6,9","-129,1"," -81,1","127",
"8/8/2021  20:40:00,000","  2151600000"," -91,0","   5,3","-105,4"," -80,4","127",
"8/8/2021  20:40:00,000","  2151700000"," -91,6","   6,0","-117,1"," -80,2","127",
"8/8/2021  20:40:00,000","  2151800000"," -91,8","   5,2","-108,1"," -81,6","127",
"8/8/2021  20:40:00,000","  2151900000"," -91,5","   5,1","-108,1"," -81,1","127",
"8/8/2021  20:40:00,000","  2152000000"," -92,2","   5,6","-113,0"," -81,6","127",
"8/8/2021  20:40:00,000","  2152100000"," -92,1","   5,4","-109,7"," -81,5","127",
"8/8/2021  20:40:00,000","  2152200000"," -91,9","   5,9","-108,7"," -79,2","127",
"8/8/2021  20:40:00,000","  2152300000"," -91,7","   6,6","-115,5"," -76,8","127",
"8/8/2021  20:40:00,000","  2152400000"," -91,2","   5,8","-108,9"," -78,5","127",
"8/8/2021  20:40:00,000","  2152500000"," -90,5","   5,8","-109,8"," -75,2","127",
"8/8/2021  20:40:00,000","  2152600000"," -90,1","   5,2","-107,1"," -75,8","127",
"8/8/2021  20:40:00,000","  2152700000"," -90,9","   6,2","-114,7"," -79,9","127",
"8/8/2021  20:40:00,000","  2152800000"," -90,9","   6,4","-111,9"," -79,5","127",
"8/8/2021  20:40:00,000","  2152900000"," -91,2","   6,2","-110,6"," -77,5","127",
"8/8/2021  20:40:00,000","  2153000000"," -91,0","   6,7","-115,8"," -79,4","127",
"8/8/2021  20:40:00,000","  2153100000"," -91,0","   5,7","-107,4"," -79,0","127",
"8/8/2021  20:40:00,000","  2153200000"," -91,1","   6,6","-107,6"," -76,1","127",
"8/8/2021  20:40:00,000","  2153300000"," -89,8","   5,8","-114,0"," -77,7","127",
"8/8/2021  20:40:00,000","  2153400000"," -90,7","   6,4","-115,2"," -79,8","127",
"8/8/2021  20:40:00,000","  2153500000"," -90,9","   6,1","-110,2"," -78,6","127",
"8/8/2021  20:40:00,000","  2153600000"," -91,8","   6,8","-112,0"," -79,4","127",
"8/8/2021  20:40:00,000","  2153700000"," -91,4","   6,3","-110,0"," -78,5","127",
"8/8/2021  20:40:00,000","  2153800000"," -91,7","   6,2","-106,5"," -77,1","127",
"8/8/2021  20:40:00,000","  2153900000"," -91,4","   5,9","-117,7"," -77,1","127",
"8/8/2021  20:40:00,000","  2154000000"," -91,9","   6,2","-112,2"," -76,5","127",
"8/8/2021  20:40:00,000","  2154100000"," -91,2","   6,6","-120,1"," -78,8","127",
"8/8/2021  20:40:00,000","  2154200000"," -91,1","   6,5","-115,5"," -80,2","127",
"8/8/2021  20:40:00,000","  2154300000"," -92,1","   7,6","-131,8"," -81,0","127",
"8/8/2021  20:40:00,000","  2154400000"," -91,5","   5,2","-106,7"," -81,5","127",
"8/8/2021  20:40:00,000","  2154500000"," -92,9","   5,6","-113,6"," -84,0","127",
"8/8/2021  20:40:00,000","  2154600000"," -96,4","   6,1","-124,8"," -85,6","127",
"8/8/2021  20:40:00,000","  2154700000","-101,6","   6,5","-126,8"," -90,1","127",
"8/8/2021  20:40:00,000","  2154800000","-106,8","   5,5","-127,0"," -95,6","127",
"8/8/2021  20:40:00,000","  2154900000","-111,8","   5,7","-134,0","-100,9","127",
"8/8/2021  20:40:00,000","  2155000000","-113,2","   6,0","-137,2","-102,0","127",
"8/8/2021  20:40:00,000","  2155100000","-107,4","   5,8","-132,2"," -97,0","127",
"8/8/2021  20:40:00,000","  2155200000","-102,3","   6,6","-141,4"," -90,5","127",
"8/8/2021  20:40:00,000","  2155300000"," -99,8","   6,9","-130,0"," -86,1","127",
"8/8/2021  20:40:00,000","  2155400000"," -97,6","   6,7","-125,1"," -85,4","127",
"8/8/2021  20:40:00,000","  2155500000"," -95,2","   5,6","-121,6"," -82,3","127",
"8/8/2021  20:40:00,000","  2155600000"," -94,2","   5,8","-110,1"," -82,0","127",
"8/8/2021  20:40:00,000","  2155700000"," -93,2","   7,1","-120,4"," -82,4","127",
"8/8/2021  20:40:00,000","  2155800000"," -91,4","   5,3","-107,4"," -80,1","127",
"8/8/2021  20:40:00,000","  2155900000"," -91,3","   5,5","-110,4"," -78,8","127",
"8/8/2021  20:40:00,000","  2156000000"," -92,1","   5,6","-112,8"," -79,2","127",
"8/8/2021  20:40:00,000","  2156100000"," -92,2","   5,5","-115,3"," -82,0","127",
"8/8/2021  20:40:00,000","  2156200000"," -92,4","   6,1","-118,1"," -83,0","127",
"8/8/2021  20:40:00,000","  2156300000"," -92,9","   6,2","-124,5"," -80,8","127",
"8/8/2021  20:40:00,000","  2156400000"," -92,6","   5,4","-110,3"," -82,3","127",
"8/8/2021  20:40:00,000","  2156500000"," -93,2","   6,5","-128,6"," -83,5","127",
"8/8/2021  20:40:00,000","  2156600000"," -93,0","   5,3","-110,0"," -81,1","127",
"8/8/2021  20:40:00,000","  2156700000"," -93,7","   5,7","-107,6"," -82,0","127",
"8/8/2021  20:40:00,000","  2156800000"," -93,8","   5,6","-110,9"," -83,7","127",
"8/8/2021  20:40:00,000","  2156900000"," -94,2","   6,6","-116,9"," -81,8","127",
"8/8/2021  20:40:00,000","  2157000000"," -93,7","   5,4","-109,7"," -82,1","127",
"8/8/2021  20:40:00,000","  2157100000"," -92,7","   5,5","-111,9"," -82,3","127",
"8/8/2021  20:40:00,000","  2157200000"," -92,5","   6,1","-115,6"," -81,0","127",
"8/8/2021  20:40:00,000","  2157300000"," -92,7","   6,5","-119,2"," -82,3","127",
"8/8/2021  20:40:00,000","  2157400000"," -91,9","   5,1","-106,6"," -80,9","127",
"8/8/2021  20:40:00,000","  2157500000"," -92,8","   5,2","-107,6"," -81,5","127",
"8/8/2021  20:40:00,000","  2157600000"," -92,9","   5,4","-110,8"," -81,9","127",
"8/8/2021  20:40:00,000","  2157700000"," -92,6","   5,5","-109,6"," -82,3","127",
"8/8/2021  20:40:00,000","  2157800000"," -92,5","   5,5","-108,2"," -83,5","127",
