"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"8/8/2021  20:10:00,000","  2138000000","-110,7","   5,5","-133,6"," -99,4","136",
"8/8/2021  20:10:00,000","  2138100000","-110,4","   5,6","-131,4","-101,4","136",
"8/8/2021  20:10:00,000","  2138200000","-110,4","   5,5","-130,9","-101,6","136",
"8/8/2021  20:10:00,000","  2138300000","-110,3","   5,8","-131,2","-101,4","136",
"8/8/2021  20:10:00,000","  2138400000","-110,3","   5,0","-129,1"," -99,8","136",
"8/8/2021  20:10:00,000","  2138500000","-111,6","   5,4","-127,2"," -99,6","136",
"8/8/2021  20:10:00,000","  2138600000","-112,8","   6,2","-130,2","-102,7","136",
"8/8/2021  20:10:00,000","  2138700000","-111,3","   5,4","-130,7","-101,2","136",
"8/8/2021  20:10:00,000","  2138800000","-110,2","   6,1","-142,7"," -99,1","136",
"8/8/2021  20:10:00,000","  2138900000","-109,9","   5,2","-134,6"," -99,5","136",
"8/8/2021  20:10:00,000","  2139000000","-110,8","   5,9","-133,4","-101,9","136",
"8/8/2021  20:10:00,000","  2139100000","-110,9","   5,2","-132,6","-100,5","136",
"8/8/2021  20:10:00,000","  2139200000","-112,1","   5,8","-138,3","-101,9","136",
"8/8/2021  20:10:00,000","  2139300000","-112,2","   5,5","-126,0","-100,4","136",
"8/8/2021  20:10:00,000","  2139400000","-112,4","   6,2","-140,2","-101,3","136",
"8/8/2021  20:10:00,000","  2139500000","-111,8","   5,7","-128,3","-103,2","136",
"8/8/2021  20:10:00,000","  2139600000","-111,3","   5,6","-134,9","-102,6","136",
"8/8/2021  20:10:00,000","  2139700000","-111,8","   5,4","-131,8","-102,6","136",
"8/8/2021  20:10:00,000","  2139800000","-112,5","   6,2","-135,4","-102,6","136",
"8/8/2021  20:10:00,000","  2139900000","-112,3","   6,7","-143,4","-102,3","136",
"8/8/2021  20:10:00,000","  2140000000","-110,8","   4,9","-125,4","-100,5","136",
"8/8/2021  20:10:00,000","  2140100000","-111,1","   5,6","-130,0"," -98,7","136",
"8/8/2021  20:10:00,000","  2140200000","-108,7","   5,4","-129,7"," -98,8","136",
"8/8/2021  20:10:00,000","  2140300000","-106,3","   5,8","-127,2"," -92,8","136",
"8/8/2021  20:10:00,000","  2140400000","-105,2","   6,0","-123,3"," -91,4","136",
"8/8/2021  20:10:00,000","  2140500000","-105,4","   6,8","-123,9"," -90,9","136",
"8/8/2021  20:10:00,000","  2140600000","-103,7","   6,4","-131,9"," -91,2","136",
"8/8/2021  20:10:00,000","  2140700000","-103,8","   6,5","-126,6"," -89,7","136",
"8/8/2021  20:10:00,000","  2140800000","-102,6","   6,1","-125,2"," -90,8","136",
"8/8/2021  20:10:00,000","  2140900000","-102,3","   6,4","-115,8"," -89,4","136",
"8/8/2021  20:10:00,000","  2141000000","-101,6","   6,4","-122,7"," -88,4","136",
"8/8/2021  20:10:00,000","  2141100000","-101,3","   5,6","-119,9"," -89,2","136",
"8/8/2021  20:10:00,000","  2141200000","-101,4","   6,9","-137,4"," -87,8","136",
"8/8/2021  20:10:00,000","  2141300000","-100,9","   6,1","-119,0"," -89,2","136",
"8/8/2021  20:10:00,000","  2141400000","-100,2","   5,7","-117,2"," -89,4","136",
"8/8/2021  20:10:00,000","  2141500000","-100,5","   6,8","-131,2"," -86,4","136",
"8/8/2021  20:10:00,000","  2141600000","-100,0","   6,3","-120,2"," -83,0","136",
"8/8/2021  20:10:00,000","  2141700000","-100,0","   6,3","-119,2"," -85,7","136",
"8/8/2021  20:10:00,000","  2141800000","-100,3","   7,1","-127,1"," -89,7","136",
"8/8/2021  20:10:00,000","  2141900000","-100,5","   6,9","-125,3"," -87,2","136",
"8/8/2021  20:10:00,000","  2142000000","-100,7","   6,0","-117,3"," -87,6","136",
"8/8/2021  20:10:00,000","  2142100000","-101,4","   6,4","-123,6"," -88,7","136",
"8/8/2021  20:10:00,000","  2142200000","-102,2","   6,3","-119,2"," -87,5","136",
"8/8/2021  20:10:00,000","  2142300000","-102,0","   6,1","-121,3"," -88,3","136",
"8/8/2021  20:10:00,000","  2142400000","-101,9","   6,4","-126,0"," -90,1","136",
"8/8/2021  20:10:00,000","  2142500000","-101,9","   6,3","-120,2"," -89,6","136",
"8/8/2021  20:10:00,000","  2142600000","-101,5","   5,3","-119,2"," -89,4","136",
"8/8/2021  20:10:00,000","  2142700000","-102,1","   6,4","-123,3"," -89,2","136",
"8/8/2021  20:10:00,000","  2142800000","-101,6","   5,7","-123,9"," -88,9","136",
"8/8/2021  20:10:00,000","  2142900000","-101,4","   6,0","-122,2"," -90,1","136",
"8/8/2021  20:10:00,000","  2143000000","-101,9","   6,6","-143,5"," -90,0","136",
"8/8/2021  20:10:00,000","  2143100000","-101,6","   6,3","-132,6"," -89,5","136",
"8/8/2021  20:10:00,000","  2143200000","-101,2","   6,5","-123,3"," -88,8","136",
"8/8/2021  20:10:00,000","  2143300000","-101,1","   7,6","-132,5"," -87,7","136",
"8/8/2021  20:10:00,000","  2143400000","-102,0","   6,5","-118,8"," -89,0","136",
"8/8/2021  20:10:00,000","  2143500000","-101,6","   6,0","-118,4"," -89,8","136",
"8/8/2021  20:10:00,000","  2143600000","-101,6","   6,8","-132,5"," -89,2","136",
"8/8/2021  20:10:00,000","  2143700000","-101,0","   5,9","-122,0"," -89,6","136",
"8/8/2021  20:10:00,000","  2143800000","-101,2","   6,9","-134,3"," -87,6","136",
"8/8/2021  20:10:00,000","  2143900000","-101,1","   7,1","-123,8"," -89,3","136",
"8/8/2021  20:10:00,000","  2144000000","-101,5","   6,5","-124,0"," -88,1","136",
"8/8/2021  20:10:00,000","  2144100000","-102,4","   6,2","-123,3"," -90,3","136",
"8/8/2021  20:10:00,000","  2144200000","-103,0","   6,3","-122,7"," -92,2","136",
"8/8/2021  20:10:00,000","  2144300000","-104,2","   6,0","-117,8"," -92,0","136",
"8/8/2021  20:10:00,000","  2144400000","-106,2","   5,7","-124,3"," -95,0","136",
"8/8/2021  20:10:00,000","  2144500000","-107,9","   5,7","-126,2"," -97,2","136",
"8/8/2021  20:10:00,000","  2144600000","-110,0","   6,1","-129,3"," -98,4","136",
"8/8/2021  20:10:00,000","  2144700000","-110,7","   5,1","-126,7","-101,0","136",
"8/8/2021  20:10:00,000","  2144800000","-111,0","   5,6","-135,7","-102,5","136",
"8/8/2021  20:10:00,000","  2144900000","-112,0","   6,0","-138,5","-103,0","136",
"8/8/2021  20:10:00,000","  2145000000","-111,5","   4,7","-126,8","-102,2","136",
"8/8/2021  20:10:00,000","  2145100000","-111,5","   5,0","-127,7","-103,3","136",
"8/8/2021  20:10:00,000","  2145200000","-111,1","   4,5","-124,8","-102,1","136",
"8/8/2021  20:10:00,000","  2145300000","-110,3","   5,9","-136,8","-100,8","136",
"8/8/2021  20:10:00,000","  2145400000","-105,9","   5,4","-123,7"," -95,5","136",
"8/8/2021  20:10:00,000","  2145500000"," -99,9","   5,6","-124,0"," -89,8","136",
"8/8/2021  20:10:00,000","  2145600000"," -94,8","   5,6","-116,4"," -83,7","136",
"8/8/2021  20:10:00,000","  2145700000"," -92,4","   7,1","-116,3"," -79,7","136",
"8/8/2021  20:10:00,000","  2145800000"," -90,6","   6,1","-110,0"," -79,2","136",
"8/8/2021  20:10:00,000","  2145900000"," -89,7","   6,2","-109,8"," -79,3","136",
"8/8/2021  20:10:00,000","  2146000000"," -89,6","   6,3","-111,4"," -78,8","136",
"8/8/2021  20:10:00,000","  2146100000"," -90,3","   5,6","-112,5"," -79,0","136",
"8/8/2021  20:10:00,000","  2146200000"," -90,6","   5,6","-110,0"," -79,7","136",
"8/8/2021  20:10:00,000","  2146300000"," -89,9","   5,9","-108,6"," -77,8","136",
"8/8/2021  20:10:00,000","  2146400000"," -90,0","   6,4","-108,1"," -78,6","136",
"8/8/2021  20:10:00,000","  2146500000"," -89,8","   6,2","-109,5"," -77,7","136",
"8/8/2021  20:10:00,000","  2146600000"," -90,1","   6,7","-131,7"," -77,7","136",
"8/8/2021  20:10:00,000","  2146700000"," -90,0","   6,3","-112,4"," -77,4","136",
"8/8/2021  20:10:00,000","  2146800000"," -88,9","   5,8","-105,9"," -76,5","136",
"8/8/2021  20:10:00,000","  2146900000"," -88,9","   6,2","-112,6"," -75,3","136",
"8/8/2021  20:10:00,000","  2147000000"," -89,5","   6,9","-115,1"," -77,3","136",
"8/8/2021  20:10:00,000","  2147100000"," -89,4","   6,7","-113,7"," -76,5","136",
"8/8/2021  20:10:00,000","  2147200000"," -89,1","   6,5","-113,8"," -74,8","136",
"8/8/2021  20:10:00,000","  2147300000"," -89,2","   6,3","-109,4"," -77,7","136",
"8/8/2021  20:10:00,000","  2147400000"," -88,8","   6,8","-113,3"," -75,9","136",
"8/8/2021  20:10:00,000","  2147500000"," -88,1","   5,2","-103,4"," -76,6","136",
"8/8/2021  20:10:00,000","  2147600000"," -88,2","   5,6","-102,4"," -77,8","136",
"8/8/2021  20:10:00,000","  2147700000"," -88,1","   6,5","-112,5"," -75,3","136",
"8/8/2021  20:10:00,000","  2147800000"," -87,7","   6,8","-126,3"," -76,0","136",
"8/8/2021  20:10:00,000","  2147900000"," -88,0","   7,4","-111,3"," -76,8","136",
"8/8/2021  20:10:00,000","  2148000000"," -87,5","   5,8","-105,9"," -74,6","136",
"8/8/2021  20:10:00,000","  2148100000"," -88,5","   5,7","-108,7"," -75,1","136",
"8/8/2021  20:10:00,000","  2148200000"," -89,5","   5,9","-111,6"," -76,6","136",
"8/8/2021  20:10:00,000","  2148300000"," -89,4","   6,0","-115,7"," -78,2","136",
"8/8/2021  20:10:00,000","  2148400000"," -89,2","   6,0","-111,5"," -76,2","136",
"8/8/2021  20:10:00,000","  2148500000"," -89,9","   6,9","-110,9"," -76,6","136",
"8/8/2021  20:10:00,000","  2148600000"," -89,6","   6,4","-108,0"," -75,3","136",
"8/8/2021  20:10:00,000","  2148700000"," -88,9","   5,6","-109,4"," -76,3","136",
"8/8/2021  20:10:00,000","  2148800000"," -89,8","   6,7","-115,0"," -76,3","136",
"8/8/2021  20:10:00,000","  2148900000"," -89,6","   6,2","-110,3"," -77,4","136",
"8/8/2021  20:10:00,000","  2149000000"," -89,5","   5,6","-106,8"," -77,9","136",
"8/8/2021  20:10:00,000","  2149100000"," -89,6","   5,8","-104,5"," -79,3","136",
"8/8/2021  20:10:00,000","  2149200000"," -89,6","   5,9","-108,9"," -78,3","136",
"8/8/2021  20:10:00,000","  2149300000"," -89,6","   6,0","-117,1"," -77,7","136",
"8/8/2021  20:10:00,000","  2149400000"," -90,0","   5,5","-107,6"," -79,7","136",
"8/8/2021  20:10:00,000","  2149500000"," -91,6","   5,4","-104,9"," -79,9","136",
"8/8/2021  20:10:00,000","  2149600000"," -95,3","   6,6","-119,5"," -83,3","136",
"8/8/2021  20:10:00,000","  2149700000"," -99,5","   4,9","-113,5"," -88,9","136",
"8/8/2021  20:10:00,000","  2149800000","-107,9","   5,6","-126,5"," -94,6","136",
"8/8/2021  20:10:00,000","  2149900000","-112,1","   5,8","-146,5","-101,8","136",
"8/8/2021  20:10:00,000","  2150000000","-112,7","   5,6","-141,3","-103,8","136",
"8/8/2021  20:10:00,000","  2150100000","-112,6","   4,8","-131,9","-102,4","136",
"8/8/2021  20:10:00,000","  2150200000","-113,0","   4,5","-123,9","-103,9","136",
"8/8/2021  20:10:00,000","  2150300000","-112,6","   5,7","-131,3","-102,9","136",
"8/8/2021  20:10:00,000","  2150400000","-108,2","   6,0","-128,0"," -97,2","136",
"8/8/2021  20:10:00,000","  2150500000","-101,6","   6,7","-125,4"," -87,6","136",
"8/8/2021  20:10:00,000","  2150600000"," -96,5","   7,0","-125,8"," -84,0","136",
"8/8/2021  20:10:00,000","  2150700000"," -92,8","   6,2","-114,0"," -80,7","136",
"8/8/2021  20:10:00,000","  2150800000"," -90,9","   6,5","-114,3"," -78,7","136",
"8/8/2021  20:10:00,000","  2150900000"," -90,4","   6,6","-115,2"," -78,1","136",
"8/8/2021  20:10:00,000","  2151000000"," -90,3","   5,5","-104,8"," -78,0","136",
"8/8/2021  20:10:00,000","  2151100000"," -91,2","   6,2","-111,0"," -79,0","136",
"8/8/2021  20:10:00,000","  2151200000"," -91,4","   5,5","-105,4"," -79,5","136",
"8/8/2021  20:10:00,000","  2151300000"," -91,4","   6,2","-120,0"," -79,2","136",
"8/8/2021  20:10:00,000","  2151400000"," -90,6","   5,6","-115,6"," -80,3","136",
"8/8/2021  20:10:00,000","  2151500000"," -91,5","   6,8","-115,8"," -80,4","136",
"8/8/2021  20:10:00,000","  2151600000"," -91,5","   5,8","-113,1"," -80,2","136",
"8/8/2021  20:10:00,000","  2151700000"," -91,6","   5,7","-108,6"," -80,3","136",
"8/8/2021  20:10:00,000","  2151800000"," -91,2","   5,6","-105,8"," -80,8","136",
"8/8/2021  20:10:00,000","  2151900000"," -91,3","   5,4","-111,2"," -80,5","136",
"8/8/2021  20:10:00,000","  2152000000"," -91,5","   6,1","-118,6"," -78,2","136",
"8/8/2021  20:10:00,000","  2152100000"," -92,2","   6,0","-112,0"," -77,7","136",
"8/8/2021  20:10:00,000","  2152200000"," -91,4","   6,5","-121,6"," -80,6","136",
"8/8/2021  20:10:00,000","  2152300000"," -90,8","   5,6","-111,1"," -80,0","136",
"8/8/2021  20:10:00,000","  2152400000"," -91,0","   5,3","-113,5"," -80,6","136",
"8/8/2021  20:10:00,000","  2152500000"," -91,1","   6,9","-114,0"," -79,1","136",
"8/8/2021  20:10:00,000","  2152600000"," -90,6","   7,0","-115,0"," -75,9","136",
"8/8/2021  20:10:00,000","  2152700000"," -90,3","   6,1","-111,4"," -75,3","136",
"8/8/2021  20:10:00,000","  2152800000"," -90,8","   6,7","-119,2"," -78,2","136",
"8/8/2021  20:10:00,000","  2152900000"," -90,2","   6,2","-114,0"," -77,4","136",
"8/8/2021  20:10:00,000","  2153000000"," -89,7","   5,6","-109,1"," -78,5","136",
"8/8/2021  20:10:00,000","  2153100000"," -90,3","   6,3","-126,7"," -79,5","136",
"8/8/2021  20:10:00,000","  2153200000"," -90,7","   5,9","-106,4"," -77,7","136",
"8/8/2021  20:10:00,000","  2153300000"," -90,8","   5,9","-109,7"," -78,6","136",
"8/8/2021  20:10:00,000","  2153400000"," -91,1","   6,0","-107,9"," -77,5","136",
"8/8/2021  20:10:00,000","  2153500000"," -90,2","   6,0","-112,6"," -78,9","136",
"8/8/2021  20:10:00,000","  2153600000"," -90,3","   6,3","-107,8"," -78,5","136",
"8/8/2021  20:10:00,000","  2153700000"," -90,2","   6,2","-109,3"," -79,0","136",
"8/8/2021  20:10:00,000","  2153800000"," -91,1","   6,5","-110,8"," -80,8","136",
"8/8/2021  20:10:00,000","  2153900000"," -91,0","   5,9","-114,2"," -79,2","136",
"8/8/2021  20:10:00,000","  2154000000"," -91,9","   6,9","-115,7"," -79,4","136",
"8/8/2021  20:10:00,000","  2154100000"," -91,7","   6,8","-115,2"," -78,9","136",
"8/8/2021  20:10:00,000","  2154200000"," -91,0","   7,0","-119,8"," -78,6","136",
"8/8/2021  20:10:00,000","  2154300000"," -91,1","   6,3","-113,8"," -77,5","136",
"8/8/2021  20:10:00,000","  2154400000"," -92,4","   6,9","-114,8"," -76,5","136",
"8/8/2021  20:10:00,000","  2154500000"," -93,4","   5,9","-109,1"," -80,1","136",
"8/8/2021  20:10:00,000","  2154600000"," -96,2","   5,9","-117,8"," -83,6","136",
"8/8/2021  20:10:00,000","  2154700000","-100,9","   6,1","-115,6"," -88,1","136",
"8/8/2021  20:10:00,000","  2154800000","-106,9","   6,1","-125,4"," -94,9","136",
"8/8/2021  20:10:00,000","  2154900000","-112,0","   6,1","-134,9","-102,5","136",
"8/8/2021  20:10:00,000","  2155000000","-112,0","   5,8","-128,0","-100,2","136",
"8/8/2021  20:10:00,000","  2155100000","-107,4","   5,6","-124,7"," -96,5","136",
"8/8/2021  20:10:00,000","  2155200000","-101,8","   5,5","-122,8"," -91,0","136",
"8/8/2021  20:10:00,000","  2155300000"," -98,4","   5,6","-118,2"," -87,0","136",
"8/8/2021  20:10:00,000","  2155400000"," -96,2","   5,5","-117,3"," -85,7","136",
"8/8/2021  20:10:00,000","  2155500000"," -95,2","   6,4","-121,4"," -82,7","136",
"8/8/2021  20:10:00,000","  2155600000"," -93,8","   5,6","-109,6"," -83,7","136",
"8/8/2021  20:10:00,000","  2155700000"," -91,9","   4,9","-113,3"," -83,2","136",
"8/8/2021  20:10:00,000","  2155800000"," -92,1","   5,8","-109,4"," -80,7","136",
"8/8/2021  20:10:00,000","  2155900000"," -91,9","   5,7","-107,5"," -81,1","136",
"8/8/2021  20:10:00,000","  2156000000"," -91,8","   5,9","-115,3"," -80,8","136",
"8/8/2021  20:10:00,000","  2156100000"," -92,4","   6,4","-125,3"," -80,4","136",
"8/8/2021  20:10:00,000","  2156200000"," -92,1","   5,4","-109,1"," -82,4","136",
"8/8/2021  20:10:00,000","  2156300000"," -91,7","   5,1","-110,7"," -82,5","136",
"8/8/2021  20:10:00,000","  2156400000"," -92,5","   6,1","-115,6"," -81,5","136",
"8/8/2021  20:10:00,000","  2156500000"," -92,5","   5,9","-116,9"," -82,8","136",
"8/8/2021  20:10:00,000","  2156600000"," -93,6","   7,1","-121,9"," -81,8","136",
"8/8/2021  20:10:00,000","  2156700000"," -93,0","   6,2","-119,0"," -81,9","136",
"8/8/2021  20:10:00,000","  2156800000"," -92,2","   5,3","-107,2"," -81,9","136",
"8/8/2021  20:10:00,000","  2156900000"," -92,8","   5,1","-108,1"," -79,5","136",
"8/8/2021  20:10:00,000","  2157000000"," -93,1","   5,9","-115,0"," -80,4","136",
"8/8/2021  20:10:00,000","  2157100000"," -92,9","   6,1","-123,5"," -82,3","136",
"8/8/2021  20:10:00,000","  2157200000"," -92,0","   5,8","-119,2"," -80,8","136",
"8/8/2021  20:10:00,000","  2157300000"," -91,3","   5,8","-109,2"," -79,5","136",
"8/8/2021  20:10:00,000","  2157400000"," -91,8","   6,0","-109,3"," -78,7","136",
"8/8/2021  20:10:00,000","  2157500000"," -91,7","   5,2","-107,3"," -78,9","136",
"8/8/2021  20:10:00,000","  2157600000"," -92,2","   5,9","-113,7"," -80,4","136",
"8/8/2021  20:10:00,000","  2157700000"," -92,5","   5,8","-115,9"," -79,6","136",
"8/8/2021  20:10:00,000","  2157800000"," -92,6","   6,1","-117,6"," -81,4","136",
"8/8/2021  20:10:00,000","  2157900000"," -92,5","   5,3","-110,8"," -81,9","136",
"8/8/2021  20:10:00,000","  2158000000"," -92,9","   6,1","-118,0"," -81,9","136",
"8/8/2021  20:10:00,000","  2158100000"," -93,1","   6,1","-122,6"," -81,4","136",
"8/8/2021  20:10:00,000","  2158200000"," -92,8","   5,1","-112,3"," -83,0","136",
"8/8/2021  20:10:00,000","  2158300000"," -93,0","   5,9","-114,8"," -81,7","136",
"8/8/2021  20:10:00,000","  2158400000"," -93,1","   5,5","-110,3"," -79,6","136",
"8/8/2021  20:10:00,000","  2158500000"," -92,9","   5,6","-114,1"," -80,4","136",
"8/8/2021  20:10:00,000","  2158600000"," -92,9","   6,5","-119,1"," -82,9","136",
"8/8/2021  20:10:00,000","  2158700000"," -92,2","   5,3","-109,9"," -83,3","136",
"8/8/2021  20:10:00,000","  2158800000"," -93,0","   5,8","-116,0"," -84,0","136",
"8/8/2021  20:10:00,000","  2158900000"," -92,7","   5,3","-112,5"," -82,5","136",
"8/8/2021  20:10:00,000","  2159000000"," -93,2","   6,0","-123,3"," -82,4","136",
"8/8/2021  20:10:00,000","  2159100000"," -93,5","   6,0","-114,4"," -83,7","136",
"8/8/2021  20:10:00,000","  2159200000"," -94,0","   5,7","-112,2"," -83,3","136",
"8/8/2021  20:10:00,000","  2159300000"," -95,1","   5,6","-112,8"," -84,3","136",
"8/8/2021  20:10:00,000","  2159400000"," -97,4","   6,8","-125,0"," -86,0","136",
"8/8/2021  20:10:00,000","  2159500000"," -99,1","   5,6","-115,7"," -88,4","136",
"8/8/2021  20:10:00,000","  2159600000","-103,3","   6,0","-127,8"," -92,9","136",
"8/8/2021  20:10:00,000","  2159700000","-107,7","   5,1","-132,4"," -97,9","136",
"8/8/2021  20:10:00,000","  2159800000","-110,6","   4,8","-130,0","-102,0","136",
"8/8/2021  20:10:00,000","  2159900000","-108,8","   6,8","-137,7"," -98,3","136",
"8/8/2021  20:10:00,000","  2160000000","-104,3","   5,7","-119,6"," -92,8","136",
"8/8/2021  20:10:00,000","  2160100000","-102,1","   6,8","-127,3"," -88,6","136",
"8/8/2021  20:10:00,000","  2160200000"," -99,0","   6,0","-115,7"," -85,4","136",
"8/8/2021  20:10:00,000","  2160300000"," -97,3","   7,1","-123,1"," -85,8","136",
"8/8/2021  20:10:00,000","  2160400000"," -96,0","   6,8","-118,7"," -82,9","136",
"8/8/2021  20:10:00,000","  2160500000"," -95,1","   7,0","-120,0"," -82,7","136",
"8/8/2021  20:10:00,000","  2160600000"," -94,1","   6,1","-111,9"," -80,3","136",
"8/8/2021  20:10:00,000","  2160700000"," -93,7","   6,5","-123,8"," -81,9","136",
"8/8/2021  20:10:00,000","  2160800000"," -93,4","   5,9","-113,4"," -81,4","136",
"8/8/2021  20:10:00,000","  2160900000"," -93,4","   5,7","-113,3"," -81,8","136",
"8/8/2021  20:10:00,000","  2161000000"," -94,0","   6,2","-119,0"," -84,1","136",
"8/8/2021  20:10:00,000","  2161100000"," -94,2","   6,5","-114,6"," -81,5","136",
"8/8/2021  20:10:00,000","  2161200000"," -94,2","   6,8","-117,5"," -81,7","136",
"8/8/2021  20:10:00,000","  2161300000"," -94,5","   7,5","-120,3"," -83,3","136",
"8/8/2021  20:10:00,000","  2161400000"," -93,7","   6,9","-122,9"," -82,4","136",
"8/8/2021  20:10:00,000","  2161500000"," -94,2","   6,4","-114,3"," -82,9","136",
"8/8/2021  20:10:00,000","  2161600000"," -94,9","   6,2","-111,9"," -83,3","136",
"8/8/2021  20:10:00,000","  2161700000"," -94,2","   6,4","-113,0"," -81,5","136",
"8/8/2021  20:10:00,000","  2161800000"," -93,4","   6,3","-117,6"," -79,6","136",
"8/8/2021  20:10:00,000","  2161900000"," -94,2","   6,5","-116,7"," -78,2","136",
"8/8/2021  20:10:00,000","  2162000000"," -93,9","   6,2","-110,6"," -79,7","136",
"8/8/2021  20:10:00,000","  2162100000"," -93,6","   6,5","-111,7"," -80,1","136",
"8/8/2021  20:10:00,000","  2162200000"," -93,6","   6,9","-112,4"," -78,9","136",
"8/8/2021  20:10:00,000","  2162300000"," -93,2","   6,7","-116,2"," -77,2","136",
"8/8/2021  20:10:00,000","  2162400000"," -93,2","   6,4","-119,1"," -79,0","136",
"8/8/2021  20:10:00,000","  2162500000"," -92,9","   6,8","-121,9"," -80,5","136",
"8/8/2021  20:10:00,000","  2162600000"," -92,3","   5,9","-112,5"," -80,6","136",
"8/8/2021  20:10:00,000","  2162700000"," -92,5","   6,1","-119,2"," -80,3","136",
